Betashares Portfolio Holdings,
,
Fund Name,Betashares Global Shares ETF
Fund ASX Code,BGBL
Date,2023-09-21
,
Ticker,SEDOL,Name,Asset Class,Sector,Country,Currency,Weight (%),Shares/Units (#),Market Value (AUD),Notional Value (AUD)
MNST UW,BZ07BW4,MONSTER BEVERAGE CORP,Equities,Consumer Staples,United States,USD,0.051196173000000005,648.0,55296.13,55296.13
UOB SP,6916781,UNITED OVERSEAS BANK LTD,Equities,Financials,Singapore,SGD,0.051165758,1715.0,55263.28,55263.28
AHT LN,0053673,ASHTEAD GROUP PLC,Equities,Industrials,Britain,GBP,0.051124449599999996,556.0,55218.67,55218.67
ADS GY,4031976,ADIDAS AG,Equities,Consumer Discretionary,Germany,EUR,0.051086123399999996,204.0,55177.27,55177.27
QSR CT,BTF8CF0,RESTAURANT BRANDS INTERNATIONA,Equities,Consumer Discretionary,Canada,CAD,0.05107192209999999,527.0,55161.93,55161.93
WST UN,2950482,WEST PHARMACEUTICAL SERVICES I,Equities,Healthcare,United States,USD,0.0507722078,94.0,54838.22,54838.22
ENGI FP,B0C2CQ3,ENGIE SA,Equities,Utilities,France,EUR,0.05057174279999999,2200.0,54621.7,54621.7
EOAN GY,4942904,E.ON SE,Equities,Utilities,Germany,EUR,0.0502879028,2805.0,54315.13,54315.13
IFF UN,2464165,INTERNATIONAL FLAVORS & FRAGRA,Equities,Materials,United States,USD,0.0501380062,507.0,54153.23,54153.23
4543 JT,6885074,TERUMO CORP,Equities,Healthcare,Japan,JPY,0.0500597381,1239.0,54068.69,54068.69
CDW UW,BBM5MD6,CDW CORP/DE,Equities,Information Technology,United States,USD,0.0497079947,168.0,53688.78,53688.78
KHC UW,BYRY499,KRAFT HEINZ CO/THE,Equities,Consumer Staples,United States,USD,0.049621138099999997,997.0,53594.97,53594.97
SLF CT,2566124,SUN LIFE FINANCIAL INC,Equities,Financials,Canada,CAD,0.049543352299999996,691.0,53510.95,53510.95
6301 JT,6496584,KOMATSU LTD,Equities,Industrials,Japan,JPY,0.0494099992,1150.0,53366.92,53366.92
PWR UN,2150204,QUANTA SERVICES INC,Equities,Industrials,United States,USD,0.049242311299999994,183.0,53185.8,53185.8
CVE CT,B57FG04,CENOVUS ENERGY INC,Equities,Energy,Canada,CAD,0.0491259469,1727.0,53060.12,53060.12
FNV CT,B29NF31,FRANCO-NEVADA CORP,Equities,Materials,Canada,CAD,0.049039624500000004,242.0,52966.88,52966.88
ANSS UW,2045623,ANSYS INC,Equities,Information Technology,United States,USD,0.048608975400000004,112.0,52501.75,52501.75
6752 JT,6572707,PANASONIC HOLDINGS CORP,Equities,Consumer Discretionary,Japan,JPY,0.0485887123,2869.0,52479.86,52479.86
HZNP UW,BQPVQZ6,HORIZON THERAPEUTICS PLC,Equities,Healthcare,United States,USD,0.048501295800000004,291.0,52385.44,52385.44
HBAN UW,2445966,HUNTINGTON BANCSHARES INC/OH,Equities,Financials,United States,USD,0.048158111999999996,3212.0,52014.78,52014.78
EIX UN,2829515,EDISON INTERNATIONAL,Equities,Utilities,United States,USD,0.0480224951,483.0,51868.3,51868.3
PLTR UN,BN78DQ4,PALANTIR TECHNOLOGIES INC,Equities,Information Technology,United States,USD,0.0479810799,2375.0,51823.57,51823.57
WBD UW,BM8JYX3,WARNER BROS DISCOVERY INC,Equities,Communication Services,United States,USD,0.0479347006,2886.0,51773.47,51773.47
HEIA NA,7792559,HEINEKEN NV,Equities,Consumer Staples,Netherlands,EUR,0.0479183445,357.0,51755.81,51755.81
FTV UN,BYT3MK1,FORTIVE CORP,Equities,Industrials,United States,USD,0.047894612899999994,449.0,51730.17,51730.17
MRU CT,2583952,METRO INC/CN,Equities,Consumer Staples,Canada,CAD,0.0478293867,623.0,51659.72,51659.72
HPQ UN,BYX4D52,HP INC,Equities,Information Technology,United States,USD,0.0477230643,1234.0,51544.89,51544.89
6273 JT,6763965,SMC CORP,Equities,Industrials,Japan,JPY,0.0476626427,72.0,51479.63,51479.63
4503 JT,6985383,ASTELLAS PHARMA INC,Equities,Healthcare,Japan,JPY,0.047603621799999996,2276.0,51415.88,51415.88
AWK UN,B2R3PV1,AMERICAN WATER WORKS CO INC,Equities,Utilities,United States,USD,0.0476013439,247.0,51413.42,51413.42
DDOG UW,BKT9Y49,DATADOG INC,Equities,Information Technology,United States,USD,0.0475924115,373.0,51403.77,51403.77
FANG UW,B7Y8YR3,DIAMONDBACK ENERGY INC,Equities,Energy,United States,USD,0.0473968218,217.0,51192.52,51192.52
6954 JT,6356934,FANUC CORP,Equities,Industrials,Japan,JPY,0.0470956466,1202.0,50867.22,50867.22
IFC CT,B04YJV1,INTACT FINANCIAL CORP,Equities,Financials,Canada,CAD,0.0467224617,220.0,50464.15,50464.15
SQ UN,BYNZGK1,BLOCK INC,Equities,Financials,United States,USD,0.0466745226,709.0,50412.38,50412.38
AVB UN,2131179,AVALONBAY COMMUNITIES INC,Equities,Real Estate,United States,USD,0.0466272198,180.0,50361.28,50361.28
8053 JT,6858946,SUMITOMO CORP,Equities,Industrials,Japan,JPY,0.0460277351,1471.0,49713.79,49713.79
DOV UN,2278407,DOVER CORP,Equities,Industrials,United States,USD,0.0459622669,225.0,49643.08,49643.08
INDUA SS,B1VSK10,INDUSTRIVARDEN AB,Equities,Financials,Sweden,SEK,0.0459114471,1208.0,49588.19,49588.19
VOD LN,BH4HKS3,VODAFONE GROUP PLC,Equities,Communication Services,Britain,GBP,0.0458022384,31856.0,49470.24,49470.24
TSCO LN,BLGZ986,TESCO PLC,Equities,Consumer Staples,Britain,GBP,0.0457371182,9568.0,49399.9,49399.9
2914 JT,6474535,JAPAN TOBACCO INC,Equities,Consumer Staples,Japan,JPY,0.045700430800000004,1363.0,49360.28,49360.28
6503 JT,6597045,MITSUBISHI ELECTRIC CORP,Equities,Industrials,Japan,JPY,0.045682439,2497.0,49340.84,49340.84
PGHN SE,B119QG0,PARTNERS GROUP HOLDING AG,Equities,Financials,Switzerland,CHF,0.0455142652,28.0,49159.2,49159.2
DSY FP,BM8H5Y5,DASSAULT SYSTEMES SE,Equities,Information Technology,France,EUR,0.0454929565,857.0,49136.19,49136.19
AEM CT,2009823,AGNICO EAGLE MINES LTD,Equities,Materials,Canada,CAD,0.0452882866,639.0,48915.12,48915.12
LNT UW,2973821,ALLIANT ENERGY CORP,Equities,Utilities,United States,USD,0.0451834582,610.0,48801.9,48801.9
CBRE UN,B6WVMH3,CBRE GROUP INC,Equities,Real Estate,United States,USD,0.045022414999999996,415.0,48627.96,48627.96
ZBH UN,2783815,ZIMMER BIOMET HOLDINGS INC,Equities,Healthcare,United States,USD,0.0445374092,262.0,48104.11,48104.11
7751 JT,6172323,CANON INC,Equities,Information Technology,Japan,JPY,0.044472392300000003,1243.0,48033.89,48033.89
DG UN,B5B1S13,DOLLAR GENERAL CORP,Equities,Consumer Staples,United States,USD,0.0443486596,280.0,47900.25,47900.25
YUMC UN,BYW4289,YUM CHINA HOLDINGS INC,Equities,Consumer Discretionary,China,USD,0.0443039831,557.0,47852.0,47852.0
MTD UN,2126249,METTLER-TOLEDO INTERNATIONAL I,Equities,Healthcare,United States,USD,0.0442044133,28.0,47744.45,47744.45
EBAY UW,2293819,EBAY INC,Equities,Consumer Discretionary,United States,USD,0.0440479301,695.0,47575.44,47575.44
GMAB DC,4595739,GENMAB A/S,Equities,Healthcare,Denmark,DKK,0.0437103349,83.0,47210.81,47210.81
LYB UN,B3SPXZ3,LYONDELLBASELL INDUSTRIES NV,Equities,Materials,United States,USD,0.0436812969,317.0,47179.44,47179.44
TROW UW,2702337,T ROWE PRICE GROUP INC,Equities,Financials,United States,USD,0.0436641536,285.0,47160.93,47160.93
KEYS UN,BQZJ0Q9,KEYSIGHT TECHNOLOGIES INC,Equities,Information Technology,United States,USD,0.0432897568,229.0,46756.55,46756.55
GLW UN,2224701,CORNING INC,Equities,Information Technology,United States,USD,0.0432842156,962.0,46750.56,46750.56
TTWO UW,2122117,TAKE-TWO INTERACTIVE SOFTWARE,Equities,Communication Services,United States,USD,0.043156708599999996,220.0,46612.84,46612.84
6702 JT,6356945,FUJITSU LTD,Equities,Information Technology,Japan,JPY,0.0429949911,241.0,46438.17,46438.17
HUBS UN,BR4T3B3,HUBSPOT INC,Equities,Information Technology,United States,USD,0.0429770789,62.0,46418.83,46418.83
EFX UN,2319146,EQUIFAX INC,Equities,Industrials,United States,USD,0.0429633412,160.0,46403.99,46403.99
9022 JT,6183552,CENTRAL JAPAN RAILWAY CO,Equities,Industrials,Japan,JPY,0.0429030276,229.0,46338.85,46338.85
MDB UQ,BF2FJ99,MONGODB INC,Equities,Information Technology,United States,USD,0.0428470033,89.0,46278.34,46278.34
III LN,B1YW440,3I GROUP PLC,Equities,Financials,Britain,GBP,0.0428286531,1171.0,46258.52,46258.52
STT UN,2842040,STATE STREET CORP,Equities,Financials,United States,USD,0.0428026154,431.0,46230.39,46230.39
AEE UN,2050832,AMEREN CORP,Equities,Utilities,United States,USD,0.0426624385,369.0,46078.99,46078.99
LR FP,B11ZRK9,LEGRAND SA,Equities,Industrials,France,EUR,0.042596380999999996,322.0,46007.64,46007.64
GEHC UW,BL6JPG8,GE HEALTHCARE TECHNOLOGIES INC,Equities,Healthcare,United States,USD,0.0425022755,461.0,45906.0,45906.0
RR/ LN,B63H849,ROLLS-ROYCE HOLDINGS PLC,Equities,Industrials,Britain,GBP,0.0419586571,10733.0,45318.85,45318.85
8591 JT,6661144,ORIX CORP,Equities,Financials,Japan,JPY,0.0419264294,1487.0,45284.04,45284.04
WY UN,2958936,WEYERHAEUSER CO,Equities,Real Estate,United States,USD,0.041844408,930.0,45195.45,45195.45
HNR1 GY,4511809,HANNOVER RUECK SE,Equities,Financials,Germany,EUR,0.0417666653,127.0,45111.48,45111.48
EQR UN,2319157,EQUITY RESIDENTIAL,Equities,Real Estate,United States,USD,0.0417308985,474.0,45072.85,45072.85
TSCO UW,2900335,TRACTOR SUPPLY CO,Equities,Consumer Discretionary,United States,USD,0.0416276489,141.0,44961.33,44961.33
6594 JT,6640682,NIDEC CORP,Equities,Industrials,Japan,JPY,0.041607862,615.0,44939.96,44939.96
SPLK UW,B424494,SPLUNK INC,Equities,Information Technology,United States,USD,0.0414752351,199.0,44796.71,44796.71
5108 JT,6132101,BRIDGESTONE CORP,Equities,Consumer Discretionary,Japan,JPY,0.0413873939,701.0,44701.84,44701.84
DSFIR NA,BPCPSD6,DSM-FIRMENICH AG,Equities,Materials,Switzerland,EUR,0.041296431499999994,335.0,44603.59,44603.59
VWS DC,BN4MYF5,VESTAS WIND SYSTEMS A/S,Equities,Industrials,Denmark,DKK,0.0412345688,1286.0,44536.77,44536.77
FICO UN,2330299,FAIR ISAAC CORP,Equities,Information Technology,United States,USD,0.0410903907,32.0,44381.05,44381.05
WTW UW,BDB6Q21,WILLIS TOWERS WATSON PLC,Equities,Financials,United States,USD,0.0410557578,134.0,44343.64,44343.64
CHD UN,2195841,CHURCH & DWIGHT CO INC,Equities,Consumer Staples,United States,USD,0.0409981805,299.0,44281.45,44281.45
DLTR UW,2272476,DOLLAR TREE INC,Equities,Consumer Staples,United States,USD,0.0408005129,268.0,44067.96,44067.96
SBAC UW,BZ6TS23,SBA COMMUNICATIONS CORP,Equities,Real Estate,United States,USD,0.0407598768,138.0,44024.06,44024.06
ALGN UW,2679204,ALIGN TECHNOLOGY INC,Equities,Healthcare,United States,USD,0.0407317087,94.0,43993.64,43993.64
FITB UW,2336747,FIFTH THIRD BANCORP,Equities,Financials,United States,USD,0.0406940454,1069.0,43952.96,43952.96
7202 JT,6467104,ISUZU MOTORS LTD,Equities,Consumer Discretionary,Japan,JPY,0.0406668416,2109.0,43923.58,43923.58
CAH UN,2175672,CARDINAL HEALTH INC,Equities,Healthcare,United States,USD,0.0406296569,316.0,43883.42,43883.42
SSE LN,0790873,SSE PLC,Equities,Utilities,Britain,GBP,0.040580931099999995,1347.0,43830.79,43830.79
MRK GY,4741844,MERCK KGAA,Equities,Healthcare,Germany,EUR,0.04048902,164.0,43731.52,43731.52
TECK/B CT,2879327,TECK RESOURCES LTD,Equities,Materials,Canada,CAD,0.0403623833,697.0,43594.74,43594.74
9045 JT,6487232,KEIHAN HOLDINGS CO LTD,Equities,Industrials,Japan,JPY,0.0402746593,1012.0,43499.99,43499.99
TRMB UW,2903958,TRIMBLE INC,Equities,Information Technology,United States,USD,0.0401459788,547.0,43361.0,43361.0
5401 JT,6642569,NIPPON STEEL CORP,Equities,Materials,Japan,JPY,0.0401362788,1094.0,43350.53,43350.53
STE UN,BFY8C75,STERIS PLC,Equities,Healthcare,United States,USD,0.040122890099999996,126.0,43336.07,43336.07
SPOT UN,BFZ1K46,SPOTIFY TECHNOLOGY SA,Equities,Communication Services,United States,USD,0.0400166535,180.0,43221.32,43221.32
HPE UN,BYVYWS0,HEWLETT PACKARD ENTERPRISE CO,Equities,Information Technology,United States,USD,0.040013103599999995,1633.0,43217.49,43217.49
XYL UN,B3P2CN8,XYLEM INC/NY,Equities,Industrials,United States,USD,0.0399725831,303.0,43173.72,43173.72
ML FP,BPBPJ01,CIE GENERALE DES ETABLISSEMENT,Equities,Consumer Discretionary,France,EUR,0.039897728300000004,860.0,43092.87,43092.87
RCI/B CT,2169051,ROGERS COMMUNICATIONS INC,Equities,Communication Services,Canada,CAD,0.0398953343,683.0,43090.29,43090.29
TEF SQ,5732524,TELEFONICA SA,Equities,Communication Services,Spain,EUR,0.0397643339,6336.0,42948.8,42948.8
NA CT,2077303,NATIONAL BANK OF CANADA,Equities,Financials,Canada,CAD,0.0397096495,399.0,42889.73,42889.73
ALNY UW,B00FWN1,ALNYLAM PHARMACEUTICALS INC,Equities,Healthcare,United States,USD,0.0396378555,158.0,42812.19,42812.19
STAN LN,0408284,STANDARD CHARTERED PLC,Equities,Financials,Britain,GBP,0.0392079907,2934.0,42347.9,42347.9
9020 JT,6298542,EAST JAPAN RAILWAY CO,Equities,Industrials,Japan,JPY,0.0391339396,455.0,42267.92,42267.92
CLNX SQ,BX90C05,CELLNEX TELECOM SA,Equities,Communication Services,Spain,EUR,0.039119988999999994,717.0,42252.85,42252.85
RCL UN,2754907,ROYAL CARIBBEAN CRUISES LTD,Equities,Consumer Discretionary,United States,USD,0.0390628618,287.0,42191.15,42191.15
ILMN UW,2613990,ILLUMINA INC,Equities,Healthcare,United States,USD,0.0388649056,202.0,41977.34,41977.34
ASSAB SS,BYPC1T4,ASSA ABLOY AB,Equities,Industrials,Sweden,SEK,0.0387244322,1249.0,41825.61,41825.61
REP SQ,5669354,REPSOL SA,Equities,Energy,Spain,EUR,0.0386855343,1607.0,41783.6,41783.6
8801 JT,6597603,MITSUI FUDOSAN CO LTD,Equities,Real Estate,Japan,JPY,0.0386699368,1169.0,41766.76,41766.76
4901 JT,6356525,FUJIFILM HOLDINGS CORP,Equities,Information Technology,Japan,JPY,0.0386326332,448.0,41726.46,41726.46
ORA FP,5176177,ORANGE SA,Equities,Communication Services,France,EUR,0.038487891499999996,2217.0,41570.13,41570.13
DBK GY,5750355,DEUTSCHE BANK AG,Equities,Financials,Germany,EUR,0.0383435726,2470.0,41414.25,41414.25
MTB UN,2340168,M&T BANK CORP,Equities,Financials,United States,USD,0.038264658699999995,210.0,41329.02,41329.02
EMN UN,2298386,EASTMAN CHEMICAL CO,Equities,Materials,United States,USD,0.0381700674,345.0,41226.85,41226.85
ICLR UW,B94G471,ICON PLC,Equities,Healthcare,United States,USD,0.0381631408,105.0,41219.37,41219.37
G IM,4056719,ASSICURAZIONI GENERALI SPA,Equities,Financials,Italy,EUR,0.0381478496,1250.0,41202.86,41202.86
VOW3 GY,5497168,VOLKSWAGEN AG,Equities,Consumer Discretionary,Germany,EUR,0.0381165314,222.0,41169.03,41169.03
MONC IM,BGLP232,MONCLER SPA,Equities,Consumer Discretionary,Italy,EUR,0.0380932735,438.0,41143.91,41143.91
NOKIA FH,5902941,NOKIA OYJ,Equities,Information Technology,Finland,EUR,0.038046552399999996,6811.0,41093.45,41093.45
ULTA UW,B28TS42,ULTA BEAUTY INC,Equities,Consumer Discretionary,United States,USD,0.0379176797,65.0,40954.25,40954.25
CNP UN,2440637,CENTERPOINT ENERGY INC,Equities,Utilities,United States,USD,0.0378543447,924.0,40885.85,40885.85
ADYEN NA,BZ1HM42,ADYEN NV,Equities,Financials,Netherlands,EUR,0.037842051499999994,39.0,40872.57,40872.57
ETR UN,2317087,ENTERGY CORP,Equities,Utilities,United States,USD,0.037637715499999995,269.0,40651.87,40651.87
GIB/A CT,BJ2L575,CGI INC,Equities,Information Technology,Canada,CAD,0.0374571188,261.0,40456.81,40456.81
HLN LN,BMX86B7,HALEON PLC,Equities,Consumer Staples,United States,GBP,0.0374399293,6270.0,40438.24,40438.24
GPC UN,2367480,GENUINE PARTS CO,Equities,Consumer Discretionary,United States,USD,0.0374092534,178.0,40405.11,40405.11
ALB UN,2046853,ALBEMARLE CORP,Equities,Materials,United States,USD,0.0370556509,152.0,40023.19,40023.19
2802 JT,6010906,AJINOMOTO CO INC,Equities,Consumer Staples,Japan,JPY,0.0368862741,658.0,39840.25,39840.25
DNB NO,BNG7113,DNB BANK ASA,Equities,Financials,Norway,NOK,0.0367826573,1255.0,39728.34,39728.34
DASH UN,BN13P03,DOORDASH INC,Equities,Consumer Discretionary,United States,USD,0.0367694816,337.0,39714.11,39714.11
GL UN,BK6YKG1,GLOBE LIFE INC,Equities,Financials,United States,USD,0.0366876468,231.0,39625.72,39625.72
8750 JT,B601QS4,DAI-ICHI LIFE HOLDINGS INC,Equities,Financials,Japan,JPY,0.0364203058,1220.0,39336.97,39336.97
WPM CT,BF13KN5,WHEATON PRECIOUS METALS CORP,Equities,Materials,Brazil,CAD,0.0363756313,581.0,39288.71,39288.71
SAND SS,B1VQ252,SANDVIK AB,Equities,Industrials,Sweden,SEK,0.036236837,1373.0,39138.8,39138.8
6857 JT,6870490,ADVANTEST CORP,Equities,Information Technology,Japan,JPY,0.035842808,232.0,38713.22,38713.22
FLT UN,B4R28B3,FLEETCOR TECHNOLOGIES INC,Equities,Financials,United States,USD,0.0358384755,92.0,38708.54,38708.54
VNA GY,BBJPFY1,VONOVIA SE,Equities,Real Estate,Germany,EUR,0.0357776375,974.0,38642.83,38642.83
FE UN,2100920,FIRSTENERGY CORP,Equities,Utilities,United States,USD,0.035730824700000004,684.0,38592.27,38592.27
SAMPO FH,5226038,SAMPO OYJ,Equities,Financials,Finland,EUR,0.035701326400000004,569.0,38560.41,38560.41
DOL CT,B4TP9G2,DOLLARAMA INC,Equities,Consumer Discretionary,Canada,CAD,0.0356039967,353.0,38455.28,38455.28
UMG NA,BNZGVV1,UNIVERSAL MUSIC GROUP NV,Equities,Communication Services,Netherlands,EUR,0.035521847,961.0,38366.56,38366.56
RJF UN,2718992,RAYMOND JAMES FINANCIAL INC,Equities,Financials,United States,USD,0.035464150900000005,240.0,38304.24,38304.24
CTRA UN,2162340,COTERRA ENERGY INC,Equities,Energy,United States,USD,0.0354412066,941.0,38279.46,38279.46
6326 JT,6497509,KUBOTA CORP,Equities,Industrials,Japan,JPY,0.0353669833,1521.0,38199.29,38199.29
BAX UN,2085102,BAXTER INTERNATIONAL INC,Equities,Healthcare,United States,USD,0.035251317000000004,641.0,38074.36,38074.36
CPNG UN,BNYHDF3,COUPANG INC,Equities,Consumer Discretionary,South Korea,USD,0.0351293657,1432.0,37942.64,37942.64
PHIA NA,5986622,KONINKLIJKE PHILIPS NV,Equities,Healthcare,Netherlands,EUR,0.0351256292,1172.0,37938.61,37938.61
ATCOB SS,BLDBN52,ATLAS COPCO AB,Equities,Industrials,Sweden,SEK,0.0350959932,2163.0,37906.6,37906.6
MKL UN,2566436,MARKEL CORP,Equities,Financials,United States,USD,0.0350834193,16.0,37893.02,37893.02
INVH UN,BD81GW9,INVITATION HOMES INC,Equities,Real Estate,United States,USD,0.0350591762,736.0,37866.83,37866.83
EBS AV,5289837,ERSTE GROUP BANK AG,Equities,Financials,Austria,EUR,0.0349582279,701.0,37757.8,37757.8
MKC UN,2550161,MCCORMICK & CO INC/MD,Equities,Consumer Staples,United States,USD,0.0348521865,312.0,37643.27,37643.27
GLE FP,5966516,SOCIETE GENERALE SA,Equities,Financials,France,EUR,0.034759736,962.0,37543.41,37543.41
7011 JT,6597067,MITSUBISHI HEAVY INDUSTRIES LT,Equities,Industrials,Japan,JPY,0.0347265337,412.0,37507.55,37507.55
8802 JT,6596729,MITSUBISHI ESTATE CO LTD,Equities,Real Estate,Japan,JPY,0.0345973496,1759.0,37368.02,37368.02
BF/B UN,2146838,BROWN-FORMAN CORP,Equities,Consumer Staples,United States,USD,0.0345964799,392.0,37367.08,37367.08
2502 JT,6054409,ASAHI GROUP HOLDINGS LTD,Equities,Consumer Staples,Japan,JPY,0.0343152253,608.0,37063.3,37063.3
FTS CT,2347200,FORTIS INC/CANADA,Equities,Utilities,Canada,CAD,0.0342203003,588.0,36960.78,36960.78
6723 JT,6635677,RENESAS ELECTRONICS CORP,Equities,Information Technology,Japan,JPY,0.0340694416,1552.0,36797.84,36797.84
TRN IM,B01BN57,TERNA - RETE ELETTRICA NAZIONA,Equities,Utilities,Italy,EUR,0.0340446484,2951.0,36771.06,36771.06
DRI UN,2289874,DARDEN RESTAURANTS INC,Equities,Consumer Discretionary,United States,USD,0.034011558,162.0,36735.32,36735.32
NVR UN,2637785,NVR INC,Equities,Consumer Discretionary,United States,USD,0.0339891909,4.0,36711.16,36711.16
4684 JT,6136749,OBIC CO LTD,Equities,Information Technology,Japan,JPY,0.0339433034,148.0,36661.6,36661.6
6504 JT,6356365,FUJI ELECTRIC CO LTD,Equities,Industrials,Japan,JPY,0.033830111499999996,517.0,36539.34,36539.34
4519 JT,6196408,CHUGAI PHARMACEUTICAL CO LTD,Equities,Healthcare,Japan,JPY,0.0338218098,811.0,36530.37,36530.37
SEBA SS,4813345,SKANDINAVISKA ENSKILDA BANKEN,Equities,Financials,Sweden,SEK,0.0336912185,1981.0,36389.32,36389.32
4091 JT,6640541,NIPPON SANSO HOLDINGS CORP,Equities,Materials,Japan,JPY,0.0336885629,952.0,36386.46,36386.46
ASM NA,5165294,ASM INTERNATIONAL NV,Equities,Information Technology,Netherlands,EUR,0.0335722611,58.0,36260.84,36260.84
WSP CT,BHR3R21,WSP GLOBAL INC,Equities,Industrials,Canada,CAD,0.0335208991,165.0,36205.37,36205.37
CLX UN,2204026,CLOROX CO/THE,Equities,Consumer Staples,United States,USD,0.0334130716,172.0,36088.9,36088.9
ZM UW,BGSP7M9,ZOOM VIDEO COMMUNICATIONS INC,Equities,Information Technology,United States,USD,0.033318033000000004,338.0,35986.25,35986.25
EVO SS,BJXSCH4,EVOLUTION AB,Equities,Consumer Discretionary,Sweden,SEK,0.0333033218,231.0,35970.36,35970.36
SWEDA SS,4846523,SWEDBANK AB,Equities,Financials,Sweden,SEK,0.033027176400000004,1252.0,35672.1,35672.1
PPL UN,2680905,PPL CORP,Equities,Utilities,United States,USD,0.033011704499999996,906.0,35655.39,35655.39
HEN GY,5002465,HENKEL AG & CO KGAA,Equities,Consumer Staples,Germany,EUR,0.0328409915,350.0,35471.01,35471.01
6178 JT,BYT8143,JAPAN POST HOLDINGS CO LTD,Equities,Financials,Japan,JPY,0.0327969906,2679.0,35423.48,35423.48
HEXAB SS,BNZFHC1,HEXAGON AB,Equities,Information Technology,Sweden,SEK,0.032753692200000004,2703.0,35376.72,35376.72
TRI CT,BPLLTY3,THOMSON REUTERS CORP,Equities,Industrials,Canada,CAD,0.032744693,181.0,35367.0,35367.0
IRM UN,BVFTF03,IRON MOUNTAIN INC,Equities,Real Estate,United States,USD,0.0326813493,367.0,35298.58,35298.58
VTR UN,2927925,VENTAS INC,Equities,Real Estate,United States,USD,0.032454085,524.0,35053.12,35053.12
VRSN UW,2142922,VERISIGN INC,Equities,Information Technology,United States,USD,0.0323774307,112.0,34970.32,34970.32
CLI SP,BNHXFJ6,CAPITALAND INVESTMENT LTD/SING,Equities,Real Estate,Singapore,SGD,0.0323701417,9923.0,34962.45,34962.45
TRYG DC,BXDZ972,TRYG A/S,Equities,Financials,Denmark,DKK,0.032355431399999995,1155.0,34946.56,34946.56
7733 JT,6658801,OLYMPUS CORP,Equities,Healthcare,Japan,JPY,0.032271581,1625.0,34856.0,34856.0
LH UN,2586122,LABORATORY CORP OF AMERICA HOL,Equities,Healthcare,United States,USD,0.0322667495,109.0,34850.78,34850.78
GEBN SE,B1WGG93,GEBERIT AG,Equities,Industrials,Switzerland,CHF,0.0318446717,44.0,34394.9,34394.9
EG UN,2556868,EVEREST RE GROUP LTD,Equities,Financials,United States,USD,0.031715594800000003,56.0,34255.49,34255.49
KBC BB,4497749,KBC GROUP NV,Equities,Financials,Belgium,EUR,0.0317150146,338.0,34254.86,34254.86
ITRK LN,3163836,INTERTEK GROUP PLC,Equities,Industrials,Britain,GBP,0.0316885831,435.0,34226.31,34226.31
1925 JT,6251363,DAIWA HOUSE INDUSTRY CO LTD,Equities,Real Estate,Japan,JPY,0.0315954117,782.0,34125.68,34125.68
6383 JT,6250025,DAIFUKU CO LTD,Equities,Industrials,Japan,JPY,0.0315726873,1145.0,34101.13,34101.13
UPM FH,5051252,UPM-KYMMENE OYJ,Equities,Materials,Finland,EUR,0.0315124926,639.0,34036.12,34036.12
EXPD UW,2325507,EXPEDITORS INTERNATIONAL OF WA,Equities,Industrials,United States,USD,0.0314712593,193.0,33991.58,33991.58
UAL UW,B4QG225,UNITED AIRLINES HOLDINGS INC,Equities,Industrials,United States,USD,0.031460162300000004,499.0,33979.6,33979.6
LUV UN,2831543,SOUTHWEST AIRLINES CO,Equities,Industrials,United States,USD,0.0313822526,769.0,33895.45,33895.45
ORK NO,B1VQF42,ORKLA ASA,Equities,Consumer Staples,Norway,NOK,0.0312887902,2808.0,33794.5,33794.5
ENPH UQ,B65SQW4,ENPHASE ENERGY INC,Equities,Information Technology,United States,USD,0.031168293,173.0,33664.35,33664.35
NET UN,BJXC5M2,CLOUDFLARE INC,Equities,Information Technology,United States,USD,0.031091090399999997,381.0,33580.97,33580.97
HOLX UW,2433530,HOLOGIC INC,Equities,Healthcare,United States,USD,0.0310419404,307.0,33527.88,33527.88
NESTE FH,B06YV46,NESTE OYJ,Equities,Energy,Finland,EUR,0.0310143863,567.0,33498.12,33498.12
NDAQ UW,2965107,NASDAQ INC,Equities,Financials,United States,USD,0.031010352300000002,440.0,33493.77,33493.77
DELL UN,BHKD3S6,DELL TECHNOLOGIES INC,Equities,Information Technology,United States,USD,0.030813637100000003,312.0,33281.3,33281.3
6971 JT,6499260,KYOCERA CORP,Equities,Information Technology,Japan,JPY,0.030702363,409.0,33161.11,33161.11
EXR UN,B02HWR9,EXTRA SPACE STORAGE INC,Equities,Real Estate,United States,USD,0.0306040933,173.0,33054.97,33054.97
7269 JT,6865504,SUZUKI MOTOR CORP,Equities,Consumer Discretionary,Japan,JPY,0.0305830402,514.0,33032.23,33032.23
9735 JT,6791591,SECOM CO LTD,Equities,Industrials,Japan,JPY,0.0305689596,305.0,33017.02,33017.02
CINF UW,2196888,CINCINNATI FINANCIAL CORP,Equities,Financials,United States,USD,0.030542922799999997,197.0,32988.9,32988.9
8267 JT,6480048,AEON CO LTD,Equities,Consumer Staples,Japan,JPY,0.030378070500000003,1026.0,32810.85,32810.85
CCO CT,2166160,CAMECO CORP,Equities,Energy,Canada,CAD,0.030342053600000002,542.0,32771.95,32771.95
COO UN,2222631,COOPER COS INC/THE,Equities,Healthcare,United States,USD,0.0303283139,64.0,32757.11,32757.11
CMS UN,2219224,CMS ENERGY CORP,Equities,Utilities,United States,USD,0.0300905442,369.0,32500.3,32500.3
